Hst Nr.,Hst Name,Ort,Gkz,Orts ID,Gültigkeit,Steig,Bereich Nr.,Steigname,RBL Nr.,Kurzbezeichnung,Globale ID,X-Koordinate (STVH),Y-Koordinate (STVH),Georeferenz (STVH),Straßenname,Format,Vitrine,Buchsatz,Aushangfahrplan,ZOB,EFA,DFI Zieltext (Anzeigepriorität),Fußgänger,Radfahrer,Motor. Straßenverkehr,Bevorrechtigter IV (Busse),Eisenbahn,Straßenbahn,U-Bahn,Schiff,X,Y
7379,Schemerl,Kolmegg,46006053,7,10.06.2001 - 24.12.2500,bein,0,bein,1,,at:46:7379:0:2,693176,788864,69915,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.584576,47.036921
7380,Wedl,Hinterradmer,46011012,2,29.11.1995 - 24.12.2500,eis,0,Eisenerz,2,,at:46:7380:0:1,628981,732642,108807,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.724915,47.533766
7380,Wedl,Hinterradmer,46011012,2,29.11.1995 - 24.12.2500,rad,0,Radmer,1,,at:46:7380:0:2,629003,732612,108807,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.725199,47.534040
7381,Lugauer,Hinterradmer,46011012,2,29.11.1995 - 24.12.2500,eis,0,Eisenerz,2,,at:46:7381:0:1,628286,733182,108801,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.715838,47.528781
7381,Lugauer,Hinterradmer,46011012,2,29.11.1995 - 24.12.2500,rad,0,Radmer,1,,at:46:7381:0:2,628280,733175,108801,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.715756,47.528843
7382,Faschinggraben,Hinterradmer,46011012,2,29.11.1995 - 24.12.2500,eis,0,Eisenerz,2,,at:46:7382:0:1,627781,733509,108797,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.709225,47.525746
7382,Faschinggraben,Hinterradmer,46011012,2,29.11.1995 - 24.12.2500,rad,0,Radmer,1,,at:46:7382:0:2,627777,733504,108799,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.709171,47.525790
7383,Größingerbühel,Hinterradmer,46011012,2,29.11.1995 - 24.12.2500,eis,0,Eisenerz,1,,at:46:7383:0:1,627446,734093,108791,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.704942,47.520432
7384,Winter,Kolmegg,46006053,7,10.06.2001 - 24.12.2500,baus,0,baus,2,,at:46:7384:0:1,693451,788922,69917,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.588201,47.036423
7384,Winter,Kolmegg,46006053,7,10.06.2001 - 24.12.2500,bein,0,bein,1,,at:46:7384:0:2,693451,788911,69917,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.588200,47.036522
7385,Günster Wasserfall,Künsten,46014004,4,01.10.1978 - 24.12.2500,fro,0,frojach,2,,at:46:7385:0:1,576699,770300,114742,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.045740,47.183469
7385,Günster Wasserfall,Künsten,46014004,4,01.10.1978 - 24.12.2500,mu,0,murau,1,,at:46:7385:0:2,576715,770313,114742,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.045956,47.183356
7386,Ort,Lichtenberg bei Gnas,46004045,3,22.09.2006 - 24.12.2500,gnas,0,gnas,1,,at:46:7386:0:1,712463,808841,46675,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.839991,46.858615
7386,Ort,Lichtenberg bei Gnas,46004045,3,22.09.2006 - 24.12.2500,kron,0,kron,2,,at:46:7386:0:2,712452,808851,46675,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.839848,46.858524
7387,Alter Stall,Lichtenberg bei Gnas,46004045,3,22.09.2006 - 24.12.2500,gnas,0,gnas,1,,at:46:7387:0:1,711851,808113,46633,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.831905,46.865128
7387,Alter Stall,Lichtenberg bei Gnas,46004045,3,22.09.2006 - 24.12.2500,kron,0,kron,2,,at:46:7387:0:2,711838,808120,46633,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.831735,46.865064
7388,Timmelbauer,Ramsau Leiten,46012036,11,30.11.2006 - 24.12.2500,sch,0,schladming,1,,at:46:7388:0:1,552096,743764,112843,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,13.709674,47.414955
7388,Timmelbauer,Ramsau Leiten,46012036,11,30.11.2006 - 24.12.2500,tuerl,0,türlwandh,2,,at:46:7388:0:2,552114,743872,112843,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,13.709961,47.413990
7389,Dillinger,Baierdorf/Mariahof,46014009,3,10.10.2006 - 24.12.2500,neu,0,Neumarkt,2,,at:46:7389:0:1,603727,782713,2009023546,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.406154,47.078452
7389,Dillinger,Baierdorf/Mariahof,46014009,3,10.10.2006 - 24.12.2500,ober,0,Oberdorf,1,,at:46:7389:0:2,603733,782713,2009023546,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.406233,47.078453
7390,Schillerplatz,Murau,46014011,1,11.10.2006 - 24.12.2500,sto,0,Stolzalpe,1,,at:46:7390:0:1,585969,778675,2009017660,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.171014,47.110570
7391,Mercedessiedlung,Niklasdorf,46011010,3,29.11.1995 - 24.12.2500,leo,0,leoben,1,,at:46:7391:0:1,661994,748408,6109,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.166404,47.397311
7391,Mercedessiedlung,Niklasdorf,46011010,3,29.11.1995 - 24.12.2500,bru,0,bruck/mur,2,,at:46:7391:0:2,661994,748426,6109,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.166407,47.397150
7392,Foirach,Foirach,46011010,1,29.11.1995 - 24.12.2500,leo,0,leoben,1,,at:46:7392:0:1,662794,748159,2009015290,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.176950,47.399658
7392,Foirach,Foirach,46011010,1,29.11.1995 - 24.12.2500,bru,0,bruck/mur,2,,at:46:7392:0:2,662806,748173,2009015290,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.177111,47.399534
7393,Streitgarn,Streitgarn,46002011,21,29.11.1995 - 24.12.2500,leo,0,leoben,2,,at:46:7393:0:1,664532,747165,5671,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.199777,47.408828
7393,Streitgarn,Streitgarn,46002011,21,29.11.1995 - 24.12.2500,bru,0,bruck/mur,1,,at:46:7393:0:2,664547,747171,5671,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.199976,47.408776
7394,Gemeindeamt,Oberaich (Stmk),46002011,14,29.11.1995 - 24.12.2500,leo,0,leoben,2,,at:46:7394:0:1,665745,747495,5777,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.215908,47.406018
7394,Gemeindeamt,Oberaich (Stmk),46002011,14,29.11.1995 - 24.12.2500,bru,0,bruck/mur,1,,at:46:7394:0:2,665740,747513,5777,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.215845,47.405856
7395,Golfplatz,Oberaich (Stmk),46002011,14,29.11.1995 - 24.12.2500,leo,0,leoben,1,,at:46:7395:0:1,666569,747800,5940,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.226881,47.403381
7395,Golfplatz,Oberaich (Stmk),46002011,14,29.11.1995 - 24.12.2500,bru,0,Bruck/Mur,2,,at:46:7395:0:2,666564,747821,5940,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.226818,47.403192
7396,Abzweigung Ort,Mitteraich (Stmk),46002011,10,29.11.1995 - 24.12.2500,leo,0,leoben,1,,at:46:7396:0:1,666856,748064,6036,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.230732,47.401044
7396,Abzweigung Ort,Mitteraich (Stmk),46002011,10,29.11.1995 - 24.12.2500,bru,0,Bruck/Mur,2,,at:46:7396:0:2,666844,748077,6036,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.230575,47.400926
7397,Baumarkt,Unteraich (Stmk),46002011,24,29.11.1995 - 24.12.2500,leo,0,leoben,1,,at:46:7397:0:1,667669,748037,2009015291,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.241495,47.401390
7397,Baumarkt,Unteraich (Stmk),46002011,24,29.11.1995 - 24.12.2500,bru,0,Bruck/Mur,2,,at:46:7397:0:2,667675,748054,2009015291,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.241578,47.401238
7398,Umkehrschleife,Utschgraben,46002011,26,29.11.1995 - 24.12.2500,utsch,0,utschgraben,1,,at:46:7398:0:1,665943,749527,91429,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.218917,47.387770
7399,Am Bach,Utschgraben,46002011,26,29.11.1995 - 24.12.2500,utsch,0,utschgraben,1,,at:46:7399:0:1,665659,749322,91431,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.215117,47.389577
7399,Am Bach,Utschgraben,46002011,26,29.11.1995 - 24.12.2500,obera,0,oberaich,2,,at:46:7399:0:2,665664,749308,91431,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.215181,47.389704
7400,Kirchensiedlung,Utschgraben,46002011,26,29.11.1995 - 24.12.2500,utsch,0,utschgraben,1,,at:46:7400:0:1,665302,749160,91440,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.210359,47.390988
7400,Kirchensiedlung,Utschgraben,46002011,26,29.11.1995 - 24.12.2500,obera,0,oberaich,2,,at:46:7400:0:2,665341,749163,91441,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.210876,47.390966
7401,Rötz,Utschtal,46002011,28,29.11.1995 - 24.12.2500,utsch,0,utschgraben,1,,at:46:7401:0:1,665073,748766,91484,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.207251,47.394501
7401,Rötz,Utschtal,46002011,28,29.11.1995 - 24.12.2500,obera,0,oberaich,2,,at:46:7401:0:2,665092,748770,91484,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.207503,47.394467
7402,Kühlhaus,Utschtal,46002011,28,29.11.1995 - 24.12.2500,utsch,0,utschgraben,1,,at:46:7402:0:1,665137,748547,91480,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.208056,47.396479
7402,Kühlhaus,Utschtal,46002011,28,29.11.1995 - 24.12.2500,obera,0,oberaich,2,,at:46:7402:0:2,665155,748537,91480,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.208293,47.396571
7403,Maier,Utschtal,46002011,28,29.11.1995 - 24.12.2500,utsch,0,utschgraben,1,,at:46:7403:0:1,665308,748096,91239,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.210235,47.400557
7403,Maier,Utschtal,46002011,28,29.11.1995 - 24.12.2500,obera,0,oberaich,2,,at:46:7403:0:2,665329,748091,91239,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.210512,47.400604
7404,Schulsiedlung,Oberaich (Stmk),46002011,14,29.11.1995 - 24.12.2500,utsch,0,utschgraben,2,,at:46:7404:0:1,665373,747877,91239,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.211054,47.402535
7404,Schulsiedlung,Oberaich (Stmk),46002011,14,29.11.1995 - 24.12.2500,obera,0,oberaich,1,,at:46:7404:0:2,665391,747891,91239,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.211295,47.402411
7405,Feuerwehr,Picheldorf,46002011,17,29.11.1995 - 24.12.2500,leo,0,leoben,2,,at:46:7405:0:1,664334,746922,91230,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.197107,47.410987
7405,Feuerwehr,Picheldorf,46002011,17,29.11.1995 - 24.12.2500,bru,0,bruck/mur,1,,at:46:7405:0:2,664349,746923,91230,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.197305,47.410980
7406,Unterberger,St Dionysen (Stmk),46002011,20,29.11.1995 - 24.12.2500,leo,0,leoben,2,,at:46:7406:0:1,664818,746532,91266,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.203443,47.414557
7406,Unterberger,St Dionysen (Stmk),46002011,20,29.11.1995 - 24.12.2500,bru,0,bruck/mur,1,,at:46:7406:0:2,664817,746550,91266,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.203433,47.414395
7407,Kotzgraben,St Dionysen (Stmk),46002011,20,29.11.1995 - 24.12.2500,leo,0,leoben,2,,at:46:7407:0:1,665253,746553,91263,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.209210,47.414425
7407,Kotzgraben,St Dionysen (Stmk),46002011,20,29.11.1995 - 24.12.2500,bru,0,bruck/mur,1,,at:46:7407:0:2,665240,746569,91263,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.209041,47.414280
7408,Kraftwerk,St Dionysen (Stmk),46002011,20,29.11.1995 - 24.12.2500,leo,0,leoben,2,,at:46:7408:0:1,665666,746954,91398,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.214758,47.410873
7408,Kraftwerk,St Dionysen (Stmk),46002011,20,29.11.1995 - 24.12.2500,bru,0,bruck/mur,1,,at:46:7408:0:2,665651,746972,91398,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.214563,47.410709
7409,Ort,Oberdorf (Bz BM),46002011,15,29.11.1995 - 24.12.2500,leo,0,leo,1,,at:46:7409:0:1,666920,747599,91471,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.231492,47.405234
7409,Ort,Oberdorf (Bz BM),46002011,15,29.11.1995 - 24.12.2500,bru,0,bruck,2,,at:46:7409:0:2,666919,747611,91471,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.231481,47.405126
7410,Friesenheim,Oberdorf (Bz BM),46002011,15,29.11.1995 - 24.12.2500,leo,0,leo,1,,at:46:7410:0:1,667895,747431,91287,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.244376,47.406868
7410,Friesenheim,Oberdorf (Bz BM),46002011,15,29.11.1995 - 24.12.2500,bruck,0,bruck,2,,at:46:7410:0:2,667908,747437,91287,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.244549,47.406816
7411,Polster Sessellift Talstation,Präbichl (Stmk),46011018,8,10.06.2001 - 24.12.2500,fuss,0,fuss,2,,at:46:7411:0:1,646211,734275,2009041697,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.954061,47.522069
7411,Polster Sessellift Talstation,Präbichl (Stmk),46011018,8,10.06.2001 - 24.12.2500,bahn,0,bahn,1,,at:46:7411:0:2,646209,734248,2009022136,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,14.954028,47.522311
7412,Polster Sessellift Bergstation,Präbichl (Stmk),46011018,8,10.06.2001 - 24.12.2500,bahn,0,bahn,1,,at:46:7412:0:1,646626,733255,2009022136,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,14.959330,47.531307
7413,Seilbahn Talstation,Dachstein (Stmk),46012036,2,26.07.2005 - 24.12.2500,fuss,0,fuss,2,,at:46:7413:0:1,545244,739581,112896,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,13.617042,47.450421
7413,Seilbahn Talstation,Dachstein (Stmk),46012036,2,26.07.2005 - 24.12.2500,bahn,0,Seilbahn,1,,at:46:7413:0:2,545326,739494,2009022137,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,13.618087,47.451228
7414,Seilbahn Bergstation,Dachstein (Stmk),46012036,2,26.07.2005 - 24.12.2500,fuss,0,fuss,2,,at:46:7414:0:1,546043,737686,112896,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,13.626749,47.467697
7414,Seilbahn Bergstation,Dachstein (Stmk),46012036,2,26.07.2005 - 24.12.2500,bahn,0,Seilbahn,1,,at:46:7414:0:2,546026,737683,2009022137,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,13.626523,47.467719
7417,Brigitte-Neuper-Siedlung,Götzendorf bei Pöls,46008011,2,01.10.1978 - 24.12.2500,ju,0,judenburg,1,,at:46:7417:0:1,615610,765808,2009024728,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.557478,47.232966
7417,Brigitte-Neuper-Siedlung,Götzendorf bei Pöls,46008011,2,01.10.1978 - 24.12.2500,tau,0,tauern,2,,at:46:7417:0:2,615626,765815,2009024728,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.557691,47.232907
7418,Lackwirtsiedlung,Möderbrugg,46008020,15,10.06.2001 - 24.12.2500,ju,0,Judenburg,1,,at:46:7418:0:1,609968,760653,8287,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.481392,47.278129
7418,Lackwirtsiedlung,Möderbrugg,46008020,15,10.06.2001 - 24.12.2500,tau,0,Tauern,2,,at:46:7418:0:2,609981,760650,8287,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.481563,47.278159
7419,Ärztezentrum,Liezen,46012023,6,01.10.1978 - 24.12.2500,alpen,0,alpenbad,1,,at:46:7419:0:1,592821,727944,1516,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.243279,47.568243
7420,Fachhochschule,Kapfenberg,46002009,14,15.12.2002 - 24.12.2500,eur,2,europaplatz,4,,at:46:7420:0:1,674441,742274,2009022084,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.330207,47.454039
7420,Fachhochschule,Kapfenberg,46002009,14,15.12.2002 - 24.12.2500,fuss,1,fuss,2,,at:46:7420:0:2,674343,742179,90955,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,15.328891,47.454882
7420,Fachhochschule,Kapfenberg,46002009,14,15.12.2002 - 24.12.2500,g1,1,1,1,1,at:46:7420:0:3,674376,742192,1999480955,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,15.329331,47.454769
7420,Fachhochschule,Kapfenberg,46002009,14,15.12.2002 - 24.12.2500,werk,2,"Werk VI, Schleife",3,,at:46:7420:0:4,674465,742273,2009022084,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.330525,47.454051
7421,Allerheiligen-Mürzhofen Bahnhf,Allerheiligen i Mürz,46013001,1,29.11.1995 - 24.12.2500,all,2,all,3,,at:46:7421:0:1,679970,739282,2009018090,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.403040,47.481566
7421,Allerheiligen-Mürzhofen Bahnhf,Allerheiligen i Mürz,46013001,1,29.11.1995 - 24.12.2500,g1,1,1,1,1,at:46:7421:0:2,680005,739201,1999480862,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,15.403492,47.482298
7421,Allerheiligen-Mürzhofen Bahnhf,Allerheiligen i Mürz,46013001,1,29.11.1995 - 24.12.2500,fuss,1,fuss,2,,at:46:7421:0:3,679973,739262,2009018090,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.403077,47.481746
7421,Allerheiligen-Mürzhofen Bahnhf,Allerheiligen i Mürz,46013001,1,29.11.1995 - 24.12.2500,kin,2,Mürzhofen,4,,at:46:7421:0:4,679970,739269,2009018090,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.403038,47.481683
7422,Bahnhof,Wartberg im Mürztal,46013016,4,29.11.1995 - 24.12.2500,g2,1,2,2,2,at:46:7422:0:1,686052,734260,1999480694,,Voreinstellung,Nein,Nein,Nein,Ja,Nein,,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,15.482994,47.527359
7422,Bahnhof,Wartberg im Mürztal,46013016,4,29.11.1995 - 24.12.2500,fuss,1,fuss,2,,at:46:7422:0:2,686090,734266,104987,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,15.483500,47.527309
7422,Bahnhof,Wartberg im Mürztal,46013016,4,29.11.1995 - 24.12.2500,g1,1,1,1,1,at:46:7422:0:3,686064,734263,1999480694,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,15.483154,47.527333
7422,Bahnhof,Wartberg im Mürztal,46013016,4,29.11.1995 - 24.12.2500,Bus,2,schleife,3,,at:46:7422:0:4,686178,734282,104985,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.484671,47.527174
7423,Mitterdorf-Veitsch Bahnhof,Mitterdorf/Mürztal,46013008,3,29.11.1995 - 24.12.2500,bus,2,Schleife,3,,at:46:7423:0:1,688332,733264,103879,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.513128,47.536538
7423,Mitterdorf-Veitsch Bahnhof,Mitterdorf/Mürztal,46013008,3,29.11.1995 - 24.12.2500,g2,1,2,2,2,at:46:7423:0:2,688402,733235,,,Voreinstellung,Nein,Nein,Nein,Ja,Nein,,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,15.514054,47.536805
7423,Mitterdorf-Veitsch Bahnhof,Mitterdorf/Mürztal,46013008,3,29.11.1995 - 24.12.2500,g1,1,1,1,1,at:46:7423:0:3,688406,733226,1999480658,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,15.514105,47.536886
7423,Mitterdorf-Veitsch Bahnhof,Mitterdorf/Mürztal,46013008,3,29.11.1995 - 24.12.2500,fuss,1,fuss,2,,at:46:7423:0:4,688378,733255,103879,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,15.513738,47.536623
7424,Bahnhof,Langenwang (Stmk),46013007,5,29.11.1995 - 24.12.2500,fuss,1,fuss,2,,at:46:7424:0:2,696116,729765,103606,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,15.616073,47.568701
7424,Bahnhof,Langenwang (Stmk),46013007,5,29.11.1995 - 24.12.2500,g2,1,2,2,2,at:46:7424:0:1,696085,729741,,,Voreinstellung,Nein,Nein,Nein,Ja,Nein,,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,15.615658,47.568915
7424,Bahnhof,Langenwang (Stmk),46013007,5,29.11.1995 - 24.12.2500,g1,1,1,1,1,at:46:7424:0:3,696066,729740,1999480544,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,15.615406,47.568922
