Hst Nr.,Hst Name,Ort,Gkz,Orts ID,Gültigkeit,Steig,Bereich Nr.,Steigname,RBL Nr.,Kurzbezeichnung,Globale ID,X-Koordinate (STVH),Y-Koordinate (STVH),Georeferenz (STVH),Straßenname,Format,Vitrine,Buchsatz,Aushangfahrplan,ZOB,EFA,DFI Zieltext (Anzeigepriorität),Fußgänger,Radfahrer,Motor. Straßenverkehr,Bevorrechtigter IV (Busse),Eisenbahn,Straßenbahn,U-Bahn,Schiff,X,Y
7334,Zentrum Puntigam,Graz,46001001,3,10.06.2001 - 24.12.2500,so,3,so,3,,at:46:7334:0:1,681668,789711,26934,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.433309,47.028209
7334,Zentrum Puntigam,Graz,46001001,3,10.06.2001 - 24.12.2500,ost,2,ost,2,,at:46:7334:0:2,681690,789632,26920,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.433586,47.028922
7334,Zentrum Puntigam,Graz,46001001,3,10.06.2001 - 24.12.2500,sw,4,sw,4,,at:46:7334:0:3,681660,789721,26934,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.433205,47.028119
7334,Zentrum Puntigam,Graz,46001001,3,10.06.2001 - 24.12.2500,west,1,west,1,,at:46:7334:0:4,681662,789584,26915,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.433211,47.029351
7335,Erzherzog-Johann-Hütte,St Nikolai/Sölktal,46012041,25,10.06.2001 - 24.12.2500,schoe,0,schöder,1,,at:46:7335:0:1,580423,759749,8155,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.090831,47.279271
7335,Erzherzog-Johann-Hütte,St Nikolai/Sölktal,46012041,25,10.06.2001 - 24.12.2500,nik,0,nikolai,2,,at:46:7335:0:2,580439,759760,8155,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.091046,47.279176
7336,Sölkpass,St Nikolai/Sölktal,46012041,25,10.06.2001 - 24.12.2500,schoe,0,schöder,1,,at:46:7336:0:1,579540,760582,8501,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.079487,47.271555
7336,Sölkpass,St Nikolai/Sölktal,46012041,25,10.06.2001 - 24.12.2500,nik,0,nikolai,2,,at:46:7336:0:2,579562,760586,8501,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.079779,47.271525
7337,Breitlahnalm,Breitlahnalm/Kleins.,46012020,1,10.06.2001 - 24.12.2500,soelk,0,sölk,1,,at:46:7337:0:1,565109,755109,111090,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,13.886675,47.316825
7337,Breitlahnalm,Breitlahnalm/Kleins.,46012020,1,10.06.2001 - 24.12.2500,groeb,0,gröbming,2,,at:46:7337:0:2,565118,755112,111090,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,13.886795,47.316801
7338,Thondorf,Graz,46001001,3,10.06.2001 - 24.12.2500,schl,0,schl,1,,at:46:7338:0:1,684554,790805,2009016823,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.471429,47.018663
7339,Kreutzerhütte,Schöder,46014028,17,10.06.2001 - 24.12.2500,schoe,0,schöder,1,,at:46:7339:0:1,579456,762704,8900,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.079189,47.252461
7339,Kreutzerhütte,Schöder,46014028,17,10.06.2001 - 24.12.2500,nik,0,nikolai,2,,at:46:7339:0:2,579470,762690,8900,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.079369,47.252591
7340,Mälzerweg,Graz,46001001,3,10.06.2001 - 24.12.2500,ein,0,ein,1,,at:46:7340:0:1,681828,790100,2009021499,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.435472,47.024727
7340,Mälzerweg,Graz,46001001,3,10.06.2001 - 24.12.2500,aus,0,aus,2,,at:46:7340:0:2,681816,790117,2009021503,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.435317,47.024573
7341,Dr.-Plochl-Straße,Graz,46001001,3,10.06.2001 - 24.12.2500,baus,0,baus,1,,at:46:7341:0:1,682818,787601,31057,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.448121,47.047305
7341,Dr.-Plochl-Straße,Graz,46001001,3,10.06.2001 - 24.12.2500,baus2,0,baus2,2,,at:46:7341:0:2,682796,787574,31056,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.447827,47.047545
7342,Gh Deininger,Stojen,46013004,18,10.06.2001 - 24.12.2500,muerz,0,mürzzuschlag,2,,at:46:7342:0:1,699274,719891,767,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.656890,47.657759
7342,Gh Deininger,Stojen,46013004,18,10.06.2001 - 24.12.2500,noe,0,nö,1,,at:46:7342:0:2,699267,719917,767,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.656800,47.657525
7343,Gh Waltenberger,Raxen,46013004,16,10.06.2001 - 24.12.2500,muerz,0,mürzzuschlag,2,,at:46:7343:0:1,702140,719817,2009017903,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.695033,47.658644
7343,Gh Waltenberger,Raxen,46013004,16,10.06.2001 - 24.12.2500,noe,0,nö,1,,at:46:7343:0:2,702151,719836,2009017903,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.695182,47.658474
7344,Marktplatz,Wagna,46010045,4,10.06.2001 - 24.12.2500,retz,0,Retznei,2,,at:46:7344:0:1,690782,818966,99930,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.557013,46.765959
7344,Marktplatz,Wagna,46010045,4,10.06.2001 - 24.12.2500,leib,0,Leibnitz,1,,at:46:7344:0:2,690781,818964,99930,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.557000,46.765977
7345,Pension Kisela,Schaueregg (Stmk),46007021,15,10.06.2001 - 24.12.2500,trae,0,Traenktoerl,1,,at:46:7345:0:1,727309,738072,55857,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,16.031047,47.495840
7345,Pension Kisela,Schaueregg (Stmk),46007021,15,10.06.2001 - 24.12.2500,ping,0,Pinggau,2,,at:46:7345:0:2,727311,738068,55857,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,16.031073,47.495876
7346,Gh Weissenbäck,Tränktörl,46007021,24,10.06.2001 - 24.12.2500,ping,0,Pinggau,1,,at:46:7346:0:1,726854,737609,55440,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,16.024984,47.499988
7346,Gh Weissenbäck,Tränktörl,46007021,24,10.06.2001 - 24.12.2500,trae,0,Traenktoerl,2,,at:46:7346:0:2,726849,737613,55440,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,16.024918,47.499952
7347,Sebastianikapelle,St Sebastian (Stmk),46002018,7,10.06.2001 - 24.12.2500,wien,0,wien,2,,at:46:7347:0:1,672730,703834,27,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.300716,47.799516
7347,Sebastianikapelle,St Sebastian (Stmk),46002018,7,10.06.2001 - 24.12.2500,mar,0,mariazell,1,,at:46:7347:0:2,672723,703842,27,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.300624,47.799443
7348,Feuerwehr,Steirisch-Tauchen,46007021,19,10.06.2001 - 24.12.2500,ange,0,Anger/Sch.,2,,at:46:7348:0:1,729134,739235,2009022531,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,16.055323,47.485442
7348,Feuerwehr,Steirisch-Tauchen,46007021,19,10.06.2001 - 24.12.2500,fried,0,Friedberg,1,,at:46:7348:0:2,729129,739233,2009022531,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,16.055256,47.485460
7349,Parmakreuz,Strallegg,46017050,6,10.06.2001 - 24.12.2500,birk,0,Birkfeld,1,,at:46:7349:0:1,704713,745954,5407,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.731991,47.423760
7349,Parmakreuz,Strallegg,46017050,6,10.06.2001 - 24.12.2500,stja,0,St. Jakob,2,,at:46:7349:0:2,704731,745966,5407,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.732231,47.423654
7350,Hauptplatz,Stainach,46012044,3,29.11.1995 - 24.12.2500,lie,0,liezen,1,,at:46:7350:0:1,582563,731549,2009020716,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.108428,47.533275
7350,Hauptplatz,Stainach,46012044,3,29.11.1995 - 24.12.2500,man,0,mandling,2,,at:46:7350:0:2,582554,731537,2009020716,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.108304,47.533381
7351,Ennshof,Stainach,46012044,3,29.11.1995 - 24.12.2500,man,0,mandling,2,,at:46:7351:0:1,581552,731993,2009020701,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.095181,47.529023
7351,Ennshof,Stainach,46012044,3,29.11.1995 - 24.12.2500,sta,0,stainach,1,,at:46:7351:0:2,581555,732011,2009020701,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.095228,47.528862
7352,Abzweigung Aussee,Trautenfels,46012035,12,29.11.1995 - 24.12.2500,man,0,mandling,2,,at:46:7352:0:1,580656,732622,2628,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.083534,47.523137
7352,Abzweigung Aussee,Trautenfels,46012035,12,29.11.1995 - 24.12.2500,sta,0,stainach,1,,at:46:7352:0:2,580682,732629,2628,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.083882,47.523081
7353,Schloss,Trautenfels,46012035,12,29.11.1995 - 24.12.2500,man,0,mandling,1,,at:46:7353:0:1,580648,733053,2009017193,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.083594,47.519261
7353,Schloss,Trautenfels,46012035,12,29.11.1995 - 24.12.2500,sta,0,stainach,2,,at:46:7353:0:2,580655,733045,2009017193,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.083684,47.519335
7354,Abzweigung Donnersbach,Irdning,46012018,5,29.11.1995 - 24.12.2500,don,0,Donnersbach,3,,at:46:7354:0:1,581659,734621,3044,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.097606,47.505432
7354,Abzweigung Donnersbach,Irdning,46012018,5,29.11.1995 - 24.12.2500,kal,0,kalwang,1,,at:46:7354:0:2,581754,734632,3018,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.098871,47.505358
7354,Abzweigung Donnersbach,Irdning,46012018,5,29.11.1995 - 24.12.2500,sta,0,stainach,2,,at:46:7354:0:3,581733,734585,3007,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.098574,47.505775
7355,Hauptplatz,Irdning,46012018,5,29.11.1995 - 24.12.2500,kal,0,kalwang,1,,at:46:7355:0:1,582167,734634,3014,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.104349,47.505447
7355,Hauptplatz,Irdning,46012018,5,29.11.1995 - 24.12.2500,sta,0,stainach,2,,at:46:7355:0:2,582159,734620,3014,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.104238,47.505570
7356,Dr Khom,Liebensdorf,46010007,5,10.06.2001 - 24.12.2500,lieb,0,lieb,1,,at:46:7356:0:1,691801,794056,93590,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.567157,46.990102
7356,Dr Khom,Liebensdorf,46010007,5,10.06.2001 - 24.12.2500,vas,0,vas,2,,at:46:7356:0:2,691798,794029,93580,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.567114,46.990345
7357,Bezirksgericht,Irdning,46012018,5,29.11.1995 - 24.12.2500,kal,0,kalwang,1,,at:46:7357:0:1,582424,734401,3002,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.107670,47.507607
7357,Bezirksgericht,Irdning,46012018,5,29.11.1995 - 24.12.2500,sta,0,stainach,2,,at:46:7357:0:2,582407,734388,3002,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.107439,47.507719
7358,Abzweigung Sallaberg,Schlattham,46012003,40,29.11.1995 - 24.12.2500,kal,0,kalwang,1,,at:46:7358:0:1,583383,733827,2009028151,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.120173,47.513012
7358,Abzweigung Sallaberg,Schlattham,46012003,40,29.11.1995 - 24.12.2500,sta,0,stainach,2,,at:46:7358:0:2,583373,733813,2009028151,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.120035,47.513136
7359,Neulantschern,Schlattham,46012003,40,29.11.1995 - 24.12.2500,kal,0,kalwang,2,,at:46:7359:0:1,583911,733684,2876,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.127123,47.514433
7359,Neulantschern,Schlattham,46012003,40,29.11.1995 - 24.12.2500,sta,0,stainach,1,,at:46:7359:0:2,583898,733666,2876,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.126944,47.514591
7360,Putterersee,Aigen im Ennstal,46012003,2,29.11.1995 - 24.12.2500,kal,0,kalwang,1,,at:46:7360:0:1,584697,733301,2876,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.137407,47.518076
7360,Putterersee,Aigen im Ennstal,46012003,2,29.11.1995 - 24.12.2500,sta,0,stainach,2,,at:46:7360:0:2,584681,733285,2876,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.137188,47.518215
7361,Ort,Aigen im Ennstal,46012003,2,29.11.1995 - 24.12.2500,kal,0,kalwang,1,,at:46:7361:0:1,585152,733053,2747,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.143350,47.520420
7361,Ort,Aigen im Ennstal,46012003,2,29.11.1995 - 24.12.2500,sta,0,stainach,2,,at:46:7361:0:2,585146,733035,2747,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.143264,47.520580
7362,Pallerweg,Kühlenbrunn,46006053,8,10.06.2001 - 24.12.2500,lieb,0,lieb,2,,at:46:7362:0:1,692604,791600,69687,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.577400,47.012263
7362,Pallerweg,Kühlenbrunn,46006053,8,10.06.2001 - 24.12.2500,vas,0,vas,1,,at:46:7362:0:2,692601,791573,69713,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.577357,47.012505
7363,Ort,Ketten,46012003,16,29.11.1995 - 24.12.2500,kal,0,kalwang,2,,at:46:7363:0:1,585445,732209,2652,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.146922,47.528080
7363,Ort,Ketten,46012003,16,29.11.1995 - 24.12.2500,sta,0,stainach,1,,at:46:7363:0:2,585422,732203,2652,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.146615,47.528128
7364,Fliegerhorst,Ketten,46012003,16,29.11.1995 - 24.12.2500,kal,0,kalwang,2,,at:46:7364:0:1,585455,731634,2364,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.146840,47.533251
7364,Fliegerhorst,Ketten,46012003,16,29.11.1995 - 24.12.2500,sta,0,stainach,1,,at:46:7364:0:2,585433,731630,2364,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.146546,47.533281
7365,Peilhaus,Ketten,46012003,16,29.11.1995 - 24.12.2500,kal,0,kalwang,2,,at:46:7365:0:1,585571,731005,2364,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.148144,47.538933
7365,Peilhaus,Ketten,46012003,16,29.11.1995 - 24.12.2500,sta,0,stainach,1,,at:46:7365:0:2,585556,731011,2364,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.147947,47.538876
7366,Abzweigung Tiefernitz,Premstätten,46006053,9,10.06.2001 - 24.12.2500,baus,0,baus,2,,at:46:7366:0:1,691851,790399,69656,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.567343,47.022999
7366,Abzweigung Tiefernitz,Premstätten,46006053,9,10.06.2001 - 24.12.2500,bein,0,bein,1,,at:46:7366:0:2,691841,790398,69656,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.567211,47.023007
7367,Zechner,Birkendorf (Stmk),46006053,3,05.07.2003 - 24.12.2500,baus,0,baus,2,,at:46:7367:0:1,692068,790170,69826,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.570167,47.025078
7367,Zechner,Birkendorf (Stmk),46006053,3,05.07.2003 - 24.12.2500,bein,0,bein,1,,at:46:7367:0:2,692070,790164,69826,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.570193,47.025132
7368,Poststraße,Birkendorf (Stmk),46006053,3,10.06.2001 - 24.12.2500,baus,0,baus,2,,at:46:7368:0:1,692222,789926,69826,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.572162,47.027286
7368,Poststraße,Birkendorf (Stmk),46006053,3,10.06.2001 - 24.12.2500,bein,0,bein,1,,at:46:7368:0:2,692221,789919,69827,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.572148,47.027349
7369,Hirt,Birkengreith,46006053,4,10.06.2001 - 24.12.2500,baus,0,baus,2,,at:46:7369:0:1,692520,789565,69835,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.576035,47.030559
7369,Hirt,Birkengreith,46006053,4,10.06.2001 - 24.12.2500,bein,0,bein,1,,at:46:7369:0:2,692520,789552,2009025687,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.576034,47.030676
7370,Kapelle,Birkengreith,46006053,4,10.06.2001 - 24.12.2500,baus,0,baus,2,,at:46:7370:0:1,692762,789072,69946,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.579156,47.035014
7370,Kapelle,Birkengreith,46006053,4,10.06.2001 - 24.12.2500,bein,0,bein,1,,at:46:7370:0:2,692754,789107,2009025686,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.579055,47.034699
7371,Abzweigung Guttenberg,Krautgarten (Stmk),46011012,4,29.11.1995 - 24.12.2500,eis,0,Eisenerz,2,,at:46:7371:0:1,632036,727435,2009018562,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.764073,47.581144
7371,Abzweigung Guttenberg,Krautgarten (Stmk),46011012,4,29.11.1995 - 24.12.2500,rad,0,Radmer,1,,at:46:7371:0:2,632018,727443,2009018562,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.763836,47.581069
7372,Felssturz,Krautgarten (Stmk),46011012,4,29.11.1995 - 24.12.2500,eis,0,Eisenerz,2,,at:46:7372:0:1,632330,728033,2009018562,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.768140,47.575821
7372,Felssturz,Krautgarten (Stmk),46011012,4,29.11.1995 - 24.12.2500,rad,0,Radmer,1,,at:46:7372:0:2,632318,728037,2009018562,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.767982,47.575783
7373,Sulzerbauer,Radmer an der Stube,46011012,9,29.11.1995 - 24.12.2500,eis,0,Eisenerz,2,,at:46:7373:0:1,632654,730612,2009018564,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.773135,47.552692
7373,Sulzerbauer,Radmer an der Stube,46011012,9,29.11.1995 - 24.12.2500,rad,0,Radmer,1,,at:46:7373:0:2,632649,730610,2009018564,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.773068,47.552709
7374,Rosserlwiese,Radmer an der Stube,46011012,9,29.11.1995 - 24.12.2500,eis,0,Eisenerz,2,,at:46:7374:0:1,631821,731447,2009018566,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.762297,47.545034
7374,Rosserlwiese,Radmer an der Stube,46011012,9,29.11.1995 - 24.12.2500,rad,0,Radmer,1,,at:46:7374:0:2,631805,731451,2009018566,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.762086,47.544995
7375,Ort,Radmer an der Stube,46011012,9,29.11.1995 - 24.12.2500,eis,0,Eisenerz,2,,at:46:7375:0:1,631664,731558,108771,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.760242,47.544007
7375,Ort,Radmer an der Stube,46011012,9,29.11.1995 - 24.12.2500,rad,0,Radmer,1,,at:46:7375:0:2,631682,731529,108771,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.760473,47.544271
7376,Abzweigung Hinterradmer,Radmer an der Stube,46011012,9,29.11.1995 - 24.12.2500,eis,0,Eisenerz,2,,at:46:7376:0:1,631490,731660,108820,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.757959,47.543058
7376,Abzweigung Hinterradmer,Radmer an der Stube,46011012,9,29.11.1995 - 24.12.2500,rad,0,Radmer,1,,at:46:7376:0:2,631489,731652,108820,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.757944,47.543130
7377,Heiml,Radmer an der Stube,46011012,9,29.11.1995 - 24.12.2500,eis,0,Eisenerz,2,,at:46:7377:0:1,631051,731837,108819,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.752178,47.541386
7377,Heiml,Radmer an der Stube,46011012,9,29.11.1995 - 24.12.2500,rad,0,Radmer,1,,at:46:7377:0:2,631054,731832,108819,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.752217,47.541432
7378,Schüsserbrücke,Hinterradmer,46011012,2,29.11.1995 - 24.12.2500,eis,0,Eisenerz,2,,at:46:7378:0:1,629775,732418,108811,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.735395,47.535927
7378,Schüsserbrücke,Hinterradmer,46011012,2,29.11.1995 - 24.12.2500,rad,0,Radmer,1,,at:46:7378:0:2,629765,732422,108810,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.735263,47.535890
7379,Schemerl,Kolmegg,46006053,7,10.06.2001 - 24.12.2500,baus,0,baus,2,,at:46:7379:0:1,693182,788865,69915,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.584655,47.036912
